Date,Income,Loan_disbursed,Age,Gender,Outstanding_debt,Purpose,Interest_rate,Education_level,Feedback,Promo_Campaign,Year,Quarter,Day_month,Weeknum,Month,Weekday
2013-10-24,24000,19200,37,M,97891,Travel,14.4,Graduate,2,0,2013,4,24,43,Oct,Thu
2013-10-25,24150,19320,40,F,111250,Personal,14.4,Graduate,4,0,2013,4,25,43,Oct,Fri
2013-10-26,24480,19584,45,M,91468,Others,14.4,Graduate,5,1,2013,4,26,43,Oct,Sat
2013-10-27,24710,19768,46,M,59950,Travel,14.4,Graduate,2,1,2013,4,27,44,Oct,Sun
2013-10-28,25680,77040,46,M,115044,Education,14.4,Graduate,2,0,2013,4,28,44,Oct,Mon
2013-10-29,26850,16110,42,M,84671,Education,14.4,Graduate,5,0,2013,4,29,44,Oct,Tue
2013-10-30,27470,16482,52,M,66121,Personal,14.4,Graduate,3,1,2013,4,30,44,Oct,Wed
2013-10-31,31550,18930,71,M,43620,Personal,14.4,Graduate,4,1,2013,4,31,44,Oct,Thu
2013-11-01,31710,19026,70,F,57578,Travel,14.4,Graduate,1,0,2013,4,1,44,Nov,Fri
2013-11-02,31710,19026,60,F,104926,Travel,14.4,Graduate,2,1,2013,4,2,44,Nov,Sat
2013-11-03,32470,19482,75,M,117283,Travel,14.4,Graduate,5,1,2013,4,3,45,Nov,Sun
2013-11-04,33050,19830,29,M,71199,Travel,14.4,Graduate,4,0,2013,4,4,45,Nov,Mon
2013-11-05,33330,99990,48,M,82092,Education,14.4,Graduate,5,1,2013,4,5,45,Nov,Tue
2013-11-06,33330,99990,41,F,60613,Education,14.4,Graduate,4,0,2013,4,6,45,Nov,Wed
2013-11-07,33330,99990,22,M,52429,Others,14.4,Graduate,2,0,2013,4,7,45,Nov,Thu
2013-11-08,33330,99990,46,M,44880,Education,14.4,Graduate,3,1,2013,4,8,45,Nov,Fri
2013-11-09,33430,100290,72,F,77405,Personal,14.4,Graduate,3,1,2013,4,9,45,Nov,Sat
2013-11-10,33680,101040,31,M,63095,Travel,14.4,Graduate,2,1,2013,4,10,46,Nov,Sun
2013-11-11,34670,104010,69,F,90741,Travel,14.4,Graduate,4,0,2013,4,11,46,Nov,Mon
2013-11-12,34670,104010,44,F,65232,Others,14.4,Graduate,2,1,2013,4,12,46,Nov,Tue
2013-11-13,35560,106680,74,F,56974,Personal,14.4,Graduate,2,0,2013,4,13,46,Nov,Wed
2013-11-14,36240,108720,66,M,113241,Personal,14.4,Graduate,1,0,2013,4,14,46,Nov,Thu
2013-11-15,36850,110550,22,F,40731,Travel,14.4,Graduate,4,1,2013,4,15,46,Nov,Fri
2013-11-16,37770,113310,69,M,72045,Personal,14.4,Graduate,4,1,2013,4,16,46,Nov,Sat
2013-11-17,37770,113310,60,M,40727,Personal,14.4,Graduate,5,1,2013,4,17,47,Nov,Sun
2013-11-18,38350,115050,49,F,57689,Education,14.4,Graduate,2,0,2013,4,18,47,Nov,Mon
2013-11-19,38670,116010,63,F,62845,Personal,14.4,Graduate,5,1,2013,4,19,47,Nov,Tue
2013-11-20,38890,116670,65,F,40506,Personal,14.4,Graduate,3,1,2013,4,20,47,Nov,Wed
2013-11-21,39130,117390,43,M,73530,Education,14.4,Graduate,2,0,2013,4,21,47,Nov,Thu
2013-11-22,39530,118590,29,M,71078,Travel,14.4,Graduate,3,1,2013,4,22,47,Nov,Fri
2013-11-23,39610,118830,36,M,65136,Travel,14.4,Graduate,5,1,2013,4,23,47,Nov,Sat
2013-11-24,39730,119190,45,M,111429,Education,14.4,Graduate,4,1,2013,4,24,48,Nov,Sun
2013-11-25,39930,119790,45,F,60937,Education,14.4,Graduate,3,1,2013,4,25,48,Nov,Mon
2013-11-26,40920,122760,42,M,65712,Others,14.4,Graduate,1,1,2013,4,26,48,Nov,Tue
2013-11-27,41110,123330,56,F,40936,Personal,14.4,Graduate,4,0,2013,4,27,48,Nov,Wed
2013-11-28,41150,123450,55,F,80858,Personal,14.4,Graduate,5,1,2013,4,28,48,Nov,Thu
2013-11-29,42110,126330,23,M,108912,Travel,14.4,Graduate,4,0,2013,4,29,48,Nov,Fri
2013-11-30,42120,126360,30,F,65093,Travel,14.4,Graduate,3,1,2013,4,30,48,Nov,Sat
2013-12-01,42230,126690,26,M,107146,Others,14.4,Graduate,3,0,2013,4,1,49,Dec,Sun
2013-12-02,42430,127290,24,M,93899,Travel,14.4,Graduate,1,0,2013,4,2,49,Dec,Mon
2013-12-03,43050,129150,37,M,68370,Education,14.4,Graduate,4,1,2013,4,3,49,Dec,Tue
2013-12-04,43160,129480,40,F,44691,Education,14.4,Graduate,2,1,2013,4,4,49,Dec,Wed
2013-12-05,43250,129750,41,F,104395,Education,14.4,Graduate,1,1,2013,4,5,49,Dec,Thu
2013-12-06,43390,130170,37,M,92822,Education,14.4,Graduate,1,0,2013,4,6,49,Dec,Fri
2013-12-07,44440,133320,59,M,57467,Personal,14.4,Graduate,3,1,2013,4,7,49,Dec,Sat
2013-12-08,45470,136410,22,F,79551,Travel,14.4,Graduate,3,0,2013,4,8,50,Dec,Sun
2013-12-09,45570,136710,55,M,119983,Others,14.4,Graduate,4,1,2013,4,9,50,Dec,Mon
2013-12-10,45570,136710,26,F,102412,Others,14.4,Graduate,3,1,2013,4,10,50,Dec,Tue
2013-12-11,45690,137070,35,F,110044,Others,14.4,Graduate,2,0,2013,4,11,50,Dec,Wed
2013-12-12,46410,139230,59,F,61988,Others,14.4,Graduate,5,1,2013,4,12,50,Dec,Thu
2013-12-13,46670,140010,55,M,78004,Personal,14.4,Graduate,4,1,2013,4,13,50,Dec,Fri
2013-12-14,47770,143310,46,M,73660,Others,14.4,Graduate,4,1,2013,4,14,50,Dec,Sat
2013-12-15,48000,144000,46,M,54349,Others,14.4,Graduate,2,0,2013,4,15,51,Dec,Sun
2013-12-16,48230,144690,32,M,76876,Travel,14.4,Graduate,3,1,2013,4,16,51,Dec,Mon
2013-12-17,48690,146070,55,F,118223,Personal,14.4,Graduate,5,1,2013,4,17,51,Dec,Tue
2013-12-18,48800,146400,64,M,44995,Personal,14.4,Graduate,2,0,2013,4,18,51,Dec,Wed
2013-12-19,48890,146670,31,M,58400,Travel,14.4,Graduate,2,1,2013,4,19,51,Dec,Thu
2013-12-20,49010,147030,47,M,108907,Education,14.4,Graduate,2,0,2013,4,20,51,Dec,Fri
2013-12-21,50000,150000,56,M,82192,Personal,14.4,Graduate,3,1,2013,4,21,51,Dec,Sat
2013-12-22,50000,150000,36,M,104461,Others,14.4,Graduate,3,1,2013,4,22,52,Dec,Sun
2013-12-23,50000,150000,55,F,80031,Personal,14.4,Graduate,5,1,2013,4,23,52,Dec,Mon
2013-12-24,50000,150000,51,M,98395,Others,14.4,Graduate,2,1,2013,4,24,52,Dec,Tue
2013-12-25,50160,150480,35,F,59956,Travel,14.4,Graduate,1,0,2013,4,25,52,Dec,Wed
2013-12-26,50830,152490,63,F,91304,Personal,14.4,Graduate,3,1,2013,4,26,52,Dec,Thu
2013-12-27,50840,152520,74,F,83699,Personal,14.4,Graduate,5,0,2013,4,27,52,Dec,Fri
2013-12-28,51280,153840,30,F,93410,Travel,14.4,Graduate,5,0,2013,4,28,52,Dec,Sat
2013-12-29,51440,154320,74,M,49073,Personal,14.4,Graduate,5,1,2013,4,29,53,Dec,Sun
2013-12-30,51530,154590,64,M,55632,Personal,14.4,Graduate,4,1,2013,4,30,53,Dec,Mon
2013-12-31,53330,223986,28,M,55257,Travel,14.4,Graduate,4,1,2013,4,31,53,Dec,Tue
2014-01-01,53330,223986,47,F,116484,Education,14.4,Graduate,2,1,2014,1,1,1,Jan,Wed
2014-01-02,54600,229320,63,M,45702,Personal,14.4,Graduate,4,1,2014,1,2,1,Jan,Thu
2014-01-03,54990,230958,35,F,107496,Travel,14.4,Graduate,4,1,2014,1,3,1,Jan,Fri
2014-01-04,55110,231462,55,M,65011,Personal,14.4,Graduate,5,1,2014,1,4,1,Jan,Sat
2014-01-05,55470,232974,26,F,64633,Travel,14.4,Graduate,2,1,2014,1,5,2,Jan,Sun
2014-01-06,55550,233310,35,M,89999,Travel,14.4,Graduate,3,0,2014,1,6,2,Jan,Mon
2014-01-07,55550,233310,29,F,99936,Travel,14.4,Graduate,2,0,2014,1,7,2,Jan,Tue
2014-01-08,55880,234696,75,M,75265,Home,14.4,Graduate,4,1,2014,1,8,2,Jan,Wed
2014-01-09,56400,236880,40,F,119907,Others,14.4,Graduate,4,0,2014,1,9,2,Jan,Thu
2014-01-10,58050,116100,37,M,75651,Education,14.4,Graduate,5,1,2014,1,10,2,Jan,Fri
2014-01-11,58450,116900,36,M,94813,Education,14.4,Graduate,2,1,2014,1,11,2,Jan,Sat
2014-01-12,60630,121260,69,F,52657,Personal,14.4,Graduate,5,1,2014,1,12,3,Jan,Sun
2014-01-13,62400,124800,54,M,111533,Others,14.4,Graduate,2,0,2014,1,13,3,Jan,Mon
2014-01-14,62440,124880,27,M,85500,Others,14.4,Graduate,2,0,2014,1,14,3,Jan,Tue
2014-01-15,62560,125120,40,M,113213,Others,14.4,Graduate,1,0,2014,1,15,3,Jan,Wed
2014-01-16,62970,125940,51,F,79248,Others,14.4,Graduate,1,1,2014,1,16,3,Jan,Thu
2014-01-17,63330,126660,55,M,100417,Personal,14.4,Graduate,1,0,2014,1,17,3,Jan,Fri
2014-01-18,64570,129140,27,M,105397,Travel,14.4,Graduate,5,1,2014,1,18,3,Jan,Sat
2014-01-19,65270,130540,45,M,74805,Education,14.4,Graduate,2,1,2014,1,19,4,Jan,Sun
2014-01-20,66000,132000,55,M,88384,Personal,14.4,Graduate,4,1,2014,1,20,4,Jan,Mon
2014-01-21,66670,133340,35,F,40537,Travel,14.4,Graduate,5,1,2014,1,21,4,Jan,Tue
2014-01-22,66670,133340,59,F,70871,Travel,14.4,Graduate,5,1,2014,1,22,4,Jan,Wed
2014-01-23,67330,134660,47,M,78555,Education,14.4,Graduate,2,1,2014,1,23,4,Jan,Thu
2014-01-24,68880,137760,55,M,116386,Personal,14.4,Graduate,1,0,2014,1,24,4,Jan,Fri
2014-01-25,70880,141760,27,M,109147,Travel,14.4,Graduate,2,1,2014,1,25,4,Jan,Sat
2014-01-26,72230,144460,32,M,43444,Travel,14.4,Graduate,3,1,2014,1,26,5,Jan,Sun
2014-01-27,73760,147520,69,M,114294,Personal,14.4,Graduate,2,1,2014,1,27,5,Jan,Mon
2014-01-28,77530,155060,63,M,110375,Travel,14.4,Graduate,3,1,2014,1,28,5,Jan,Tue
2014-01-29,77990,155980,74,M,77788,Personal,14.4,Graduate,4,1,2014,1,29,5,Jan,Wed
2014-01-30,79210,158420,55,M,69149,Personal,14.4,Graduate,1,1,2014,1,30,5,Jan,Thu
2014-01-31,80000,160000,44,M,77695,Education,14.4,Graduate,2,0,2014,1,31,5,Jan,Fri
2014-02-01,80000,160000,51,M,64383,Personal,14.4,Graduate,2,1,2014,1,1,5,Feb,Sat
2014-02-02,80000,160000,55,F,70610,Personal,14.4,Graduate,2,1,2014,1,2,6,Feb,Sun
2014-02-03,80670,161340,63,M,72566,Travel,14.4,Graduate,3,1,2014,1,3,6,Feb,Mon
2014-02-04,85330,170660,52,M,110940,Personal,14.4,Graduate,5,1,2014,1,4,6,Feb,Tue
2014-02-05,90960,181920,67,M,90145,Personal,14.4,Graduate,1,0,2014,1,5,6,Feb,Wed
2014-02-06,92670,185340,55,M,100853,Personal,14.4,Graduate,4,0,2014,1,6,6,Feb,Thu
2014-02-07,94470,188940,65,M,82176,Personal,14.4,Graduate,4,0,2014,1,7,6,Feb,Fri
2014-02-08,95560,191120,55,M,95201,Personal,14.4,Graduate,3,1,2014,1,8,6,Feb,Sat
2014-02-09,96000,192000,48,F,112508,Education,14.4,Graduate,3,1,2014,1,9,7,Feb,Sun
2014-02-10,99210,198420,55,F,82264,Others,14.4,Graduate,3,1,2014,1,10,7,Feb,Mon
2014-02-11,99350,198700,61,F,41951,Personal,14.4,Graduate,4,0,2014,1,11,7,Feb,Tue
2014-02-12,111110,222220,24,M,89917,Travel,14.4,Graduate,3,0,2014,1,12,7,Feb,Wed
2014-02-13,111110,222220,60,F,82078,Personal,14.4,Graduate,3,0,2014,1,13,7,Feb,Thu
2014-02-14,114210,228420,55,M,73755,Personal,14.4,Graduate,2,1,2014,1,14,7,Feb,Fri
2014-02-15,114990,229980,29,F,100829,Travel,14.4,Graduate,5,1,2014,1,15,7,Feb,Sat
2014-02-16,116670,233340,57,M,41924,Others,14.4,Graduate,4,1,2014,1,16,8,Feb,Sun
2014-02-17,122210,244420,66,M,92554,Travel,14.4,Graduate,5,1,2014,1,17,8,Feb,Mon
2014-02-18,122230,244460,30,M,80148,Travel,14.4,Graduate,4,1,2014,1,18,8,Feb,Tue
2014-02-19,124760,249520,48,M,97888,Education,14.4,Graduate,4,0,2014,1,19,8,Feb,Wed
2014-02-20,133330,266660,59,F,116394,Travel,14.4,Graduate,2,1,2014,1,20,8,Feb,Thu
2014-02-21,133330,266660,68,F,94883,Travel,14.4,Graduate,1,0,2014,1,21,8,Feb,Fri
2014-02-22,138770,277540,26,F,50945,Travel,14.4,Graduate,5,1,2014,1,22,8,Feb,Sat
2014-02-23,146670,293340,35,M,112451,Others,14.4,Graduate,3,1,2014,1,23,9,Feb,Sun
2014-02-24,150000,300000,50,M,82122,Others,14.4,Graduate,1,0,2014,1,24,9,Feb,Mon
2014-02-25,160000,320000,51,M,107801,Others,14.4,Graduate,3,0,2014,1,25,9,Feb,Tue
2014-02-26,166670,333340,33,M,97320,Others,14.4,Graduate,2,1,2014,1,26,9,Feb,Wed
2014-02-27,171680,343360,63,M,52434,Personal,14.4,Graduate,1,0,2014,1,27,9,Feb,Thu
2014-02-28,176830,353660,69,F,51332,Personal,14.4,Graduate,4,1,2014,1,28,9,Feb,Fri
2014-03-01,210120,420240,62,F,61909,Personal,14.4,Graduate,3,1,2014,1,1,9,Mar,Sat
2014-03-02,269770,35070.1,40,M,76101,Others,14.4,Graduate,4,1,2014,1,2,10,Mar,Sun
2014-03-03,3000,9000,29,F,111921,Travel,14.4,Graduate,5,1,2014,1,3,10,Mar,Mon
2014-03-04,3000,9000,33,F,88364,Others,14.4,Graduate,4,0,2014,1,4,10,Mar,Tue
2014-03-05,24000,19200,37,M,78880,Travel,14.4,Graduate,4,1,2014,1,5,10,Mar,Wed
2014-03-06,24150,19320,40,F,54742,Personal,14.4,Graduate,4,1,2014,1,6,10,Mar,Thu
2014-03-07,24480,19584,45,M,81650,Others,14.3,Graduate,2,1,2014,1,7,10,Mar,Fri
2014-03-08,24710,19768,46,M,78023,Travel,14.3,Graduate,4,1,2014,1,8,10,Mar,Sat
2014-03-09,25680,77040,46,M,99561,Education,14.3,Graduate,5,1,2014,1,9,11,Mar,Sun
2014-03-10,26850,16110,42,M,57179,Education,14.3,Graduate,2,1,2014,1,10,11,Mar,Mon
2014-03-11,27470,16482,52,M,40329,Personal,14.3,Graduate,4,1,2014,1,11,11,Mar,Tue
2014-03-12,31550,18930,71,M,105014,Personal,14.3,Graduate,5,1,2014,1,12,11,Mar,Wed
2014-03-13,31710,19026,70,F,103067,Travel,14.3,Graduate,5,1,2014,1,13,11,Mar,Thu
2014-03-14,31710,19026,60,F,51439,Travel,14.3,Graduate,3,1,2014,1,14,11,Mar,Fri
2014-03-15,32470,19482,75,M,50037,Travel,14.3,Graduate,4,1,2014,1,15,11,Mar,Sat
2014-03-16,33050,19830,29,M,108563,Travel,14.3,Graduate,2,1,2014,1,16,12,Mar,Sun
2014-03-17,33330,99990,48,M,110026,Education,14.3,Graduate,1,0,2014,1,17,12,Mar,Mon
2014-03-18,33330,99990,41,F,117167,Education,14.3,Graduate,5,1,2014,1,18,12,Mar,Tue
2014-03-19,33330,99990,22,M,98109,Others,14.3,Graduate,3,0,2014,1,19,12,Mar,Wed
2014-03-20,33330,99990,46,M,103603,Education,14.3,Graduate,4,0,2014,1,20,12,Mar,Thu
2014-03-21,33430,100290,72,F,102086,Personal,14.3,Graduate,3,0,2014,1,21,12,Mar,Fri
2014-03-22,33680,101040,31,M,111978,Travel,14.3,Graduate,3,1,2014,1,22,12,Mar,Sat
2014-03-23,34670,104010,69,F,101503,Travel,14.3,Graduate,5,1,2014,1,23,13,Mar,Sun
2014-03-24,34670,104010,44,F,64789,Others,14.3,Graduate,5,0,2014,1,24,13,Mar,Mon
2014-03-25,35560,106680,74,F,77209,Personal,14.3,Graduate,2,0,2014,1,25,13,Mar,Tue
2014-03-26,36240,108720,66,M,43159,Personal,14.3,Graduate,5,1,2014,1,26,13,Mar,Wed
2014-03-27,36850,110550,22,F,98492,Travel,14.3,Graduate,2,1,2014,1,27,13,Mar,Thu
2014-03-28,37770,113310,69,M,97381,Personal,14.3,Graduate,3,1,2014,1,28,13,Mar,Fri
2014-03-29,37770,113310,60,M,118892,Personal,14.3,Graduate,5,1,2014,1,29,13,Mar,Sat
2014-03-30,38350,115050,49,F,92851,Education,14.3,Graduate,4,1,2014,1,30,14,Mar,Sun
2014-03-31,38670,116010,63,F,43716,Personal,14.3,Graduate,3,1,2014,1,31,14,Mar,Mon
2014-04-01,38890,116670,65,F,82455,Personal,14.3,Graduate,2,1,2014,2,1,14,Apr,Tue
2014-04-02,39130,117390,43,M,85246,Education,14.3,Graduate,4,0,2014,2,2,14,Apr,Wed
2014-04-03,39530,118590,29,M,59678,Travel,14.3,Graduate,2,1,2014,2,3,14,Apr,Thu
2014-04-04,39610,118830,36,M,78824,Travel,14.3,Graduate,1,0,2014,2,4,14,Apr,Fri
2014-04-05,39730,119190,45,M,66078,Education,14.3,Graduate,2,1,2014,2,5,14,Apr,Sat
2014-04-06,39930,119790,45,F,40661,Education,14.3,Graduate,5,1,2014,2,6,15,Apr,Sun
2014-04-07,40920,122760,42,M,54862,Others,14.3,Graduate,2,0,2014,2,7,15,Apr,Mon
2014-04-08,41110,123330,56,F,118948,Personal,14.3,Graduate,4,0,2014,2,8,15,Apr,Tue
2014-04-09,41150,123450,55,F,75327,Personal,14.3,Graduate,2,1,2014,2,9,15,Apr,Wed
2014-04-10,42110,126330,23,M,95040,Travel,14.3,Graduate,2,1,2014,2,10,15,Apr,Thu
2014-04-11,42120,126360,30,F,105013,Travel,14.3,Graduate,3,1,2014,2,11,15,Apr,Fri
2014-04-12,42230,126690,26,M,68315,Others,14.3,Graduate,2,1,2014,2,12,15,Apr,Sat
2014-04-13,42430,127290,24,M,52520,Travel,14.3,Graduate,5,1,2014,2,13,16,Apr,Sun
2014-04-14,43050,129150,37,M,67670,Education,14.3,Graduate,4,1,2014,2,14,16,Apr,Mon
2014-04-15,43160,129480,40,F,62800,Education,14.3,Graduate,4,0,2014,2,15,16,Apr,Tue
2014-04-16,43250,129750,41,F,111615,Education,14.3,Graduate,5,0,2014,2,16,16,Apr,Wed
2014-04-17,43390,130170,37,M,86865,Education,14.3,Graduate,1,1,2014,2,17,16,Apr,Thu
2014-04-18,44440,133320,59,M,58509,Personal,14.3,Graduate,2,1,2014,2,18,16,Apr,Fri
2014-04-19,45470,136410,22,F,82421,Travel,14.3,Graduate,5,1,2014,2,19,16,Apr,Sat
2014-04-20,45570,136710,55,M,112722,Others,14.3,Graduate,3,1,2014,2,20,17,Apr,Sun
2014-04-21,45570,136710,26,F,97259,Others,14.3,Graduate,2,1,2014,2,21,17,Apr,Mon
2014-04-22,45690,137070,35,F,81915,Others,14.3,Graduate,1,0,2014,2,22,17,Apr,Tue
2014-04-23,46410,139230,59,F,57968,Others,14.3,Graduate,2,1,2014,2,23,17,Apr,Wed
2014-04-24,46670,140010,55,M,52072,Personal,14.3,Graduate,1,0,2014,2,24,17,Apr,Thu
2014-04-25,47770,143310,46,M,47169,Others,14.3,Graduate,3,0,2014,2,25,17,Apr,Fri
2014-04-26,48000,144000,46,M,98299,Others,14.3,Graduate,4,1,2014,2,26,17,Apr,Sat
2014-04-27,48230,144690,32,M,78299,Travel,14.3,Graduate,5,1,2014,2,27,18,Apr,Sun
2014-04-28,48690,146070,55,F,116399,Personal,14.3,Graduate,4,0,2014,2,28,18,Apr,Mon
2014-04-29,48800,146400,64,M,54021,Personal,14.3,Graduate,3,0,2014,2,29,18,Apr,Tue
2014-04-30,48890,146670,31,M,112229,Travel,14.3,Graduate,5,1,2014,2,30,18,Apr,Wed
2014-05-01,49010,147030,47,M,80877,Education,14.3,Graduate,2,0,2014,2,1,18,May,Thu
2014-05-02,50000,150000,56,M,92973,Personal,14.3,Graduate,2,1,2014,2,2,18,May,Fri
2014-05-03,50000,150000,36,M,106638,Others,14.3,Graduate,2,1,2014,2,3,18,May,Sat
2014-05-04,50000,150000,55,F,53694,Personal,14.3,Graduate,5,1,2014,2,4,19,May,Sun
2014-05-05,50000,150000,51,M,60422,Others,14.3,Graduate,5,1,2014,2,5,19,May,Mon
2014-05-06,50160,150480,35,F,84792,Travel,14.3,Graduate,4,1,2014,2,6,19,May,Tue
2014-05-07,50830,152490,63,F,50267,Personal,14.3,Graduate,1,1,2014,2,7,19,May,Wed
2014-05-08,50840,152520,74,F,57897,Personal,14.3,Graduate,4,0,2014,2,8,19,May,Thu
2014-05-09,51280,153840,30,F,61106,Travel,14.3,Graduate,5,1,2014,2,9,19,May,Fri
2014-05-10,51440,154320,74,M,81210,Personal,14.3,Graduate,5,1,2014,2,10,19,May,Sat
2014-05-11,51530,154590,64,M,97912,Personal,14.3,Graduate,4,1,2014,2,11,20,May,Sun
2014-05-12,53330,223986,28,M,94930,Travel,14.3,Graduate,4,0,2014,2,12,20,May,Mon
2014-05-13,53330,223986,47,F,99133,Education,14.3,Graduate,4,1,2014,2,13,20,May,Tue
2014-05-14,54600,229320,63,M,89221,Personal,14.3,Graduate,4,0,2014,2,14,20,May,Wed
2014-05-15,54990,230958,35,F,76839,Travel,14.3,Graduate,4,0,2014,2,15,20,May,Thu
2014-05-16,55110,231462,55,M,88616,Personal,14.3,Graduate,5,1,2014,2,16,20,May,Fri
2014-05-17,55470,232974,26,F,60465,Travel,14.3,Graduate,5,1,2014,2,17,20,May,Sat
2014-05-18,55550,233310,35,M,46589,Travel,14.3,Graduate,4,1,2014,2,18,21,May,Sun
2014-05-19,55550,233310,29,F,119781,Travel,14.3,Graduate,4,1,2014,2,19,21,May,Mon
2014-05-20,55880,234696,75,M,54564,Home,14.3,Graduate,2,1,2014,2,20,21,May,Tue
2014-05-21,56400,236880,40,F,84927,Others,14.3,Graduate,1,1,2014,2,21,21,May,Wed
2014-05-22,58050,116100,37,M,107001,Education,14.3,Graduate,3,0,2014,2,22,21,May,Thu
2014-05-23,58450,116900,36,M,94531,Education,14.3,Graduate,3,1,2014,2,23,21,May,Fri
2014-05-24,60630,121260,69,F,102745,Personal,14.3,Graduate,5,1,2014,2,24,21,May,Sat
2014-05-25,62400,124800,54,M,68968,Others,14.3,Graduate,4,1,2014,2,25,22,May,Sun
2014-05-26,62440,124880,27,M,46446,Others,14.3,Graduate,2,1,2014,2,26,22,May,Mon
2014-05-27,62560,125120,40,M,67773,Others,14.3,Graduate,3,1,2014,2,27,22,May,Tue
2014-05-28,62970,125940,51,F,62803,Others,14.3,Graduate,4,1,2014,2,28,22,May,Wed
2014-05-29,63330,126660,55,M,60201,Personal,14.3,Graduate,3,1,2014,2,29,22,May,Thu
2014-05-30,64570,129140,27,M,71856,Travel,14.3,Graduate,1,0,2014,2,30,22,May,Fri
2014-05-31,65270,130540,45,M,63082,Education,14.3,Graduate,4,0,2014,2,31,22,May,Sat
2014-06-01,66000,132000,55,M,112078,Personal,14.3,Graduate,4,1,2014,2,1,23,Jun,Sun
2014-06-02,66670,133340,35,F,66100,Travel,14.3,Graduate,1,0,2014,2,2,23,Jun,Mon
2014-06-03,66670,133340,59,F,88564,Travel,14.3,Graduate,4,1,2014,2,3,23,Jun,Tue
2014-06-04,67330,134660,47,M,109817,Education,14.3,Graduate,5,0,2014,2,4,23,Jun,Wed
2014-06-05,68880,137760,55,M,48748,Personal,14.3,Graduate,3,0,2014,2,5,23,Jun,Thu
2014-06-06,70880,141760,27,M,117255,Travel,14.3,Graduate,4,0,2014,2,6,23,Jun,Fri
2014-06-07,72230,144460,32,M,115008,Travel,14.3,Graduate,2,1,2014,2,7,23,Jun,Sat
2014-06-08,73760,147520,69,M,69577,Personal,14.3,Graduate,5,1,2014,2,8,24,Jun,Sun
2014-06-09,77530,155060,63,M,92774,Travel,14.3,Graduate,1,1,2014,2,9,24,Jun,Mon
2014-06-10,77990,155980,74,M,52701,Personal,14.3,Graduate,3,1,2014,2,10,24,Jun,Tue
2014-06-11,79210,158420,55,M,63750,Personal,14.3,Graduate,2,0,2014,2,11,24,Jun,Wed
2014-06-12,80000,160000,44,M,86071,Education,14.3,Graduate,2,0,2014,2,12,24,Jun,Thu
2014-06-13,80000,160000,51,M,98807,Personal,14.3,Graduate,4,1,2014,2,13,24,Jun,Fri
2014-06-14,80000,160000,55,F,80400,Personal,14.3,Graduate,4,1,2014,2,14,24,Jun,Sat
2014-06-15,80670,161340,63,M,74519,Travel,14.3,Graduate,2,1,2014,2,15,25,Jun,Sun
2014-06-16,85330,170660,52,M,58611,Personal,14.3,Graduate,5,0,2014,2,16,25,Jun,Mon
2014-06-17,90960,181920,67,M,45180,Personal,14.3,Graduate,4,1,2014,2,17,25,Jun,Tue
2014-06-18,92670,185340,55,M,102816,Personal,14.3,Graduate,2,1,2014,2,18,25,Jun,Wed
2014-06-19,94470,188940,65,M,98156,Personal,14.3,Graduate,4,1,2014,2,19,25,Jun,Thu
2014-06-20,95560,191120,55,M,105220,Personal,14.3,Graduate,1,0,2014,2,20,25,Jun,Fri
2014-06-21,96000,192000,48,F,67983,Education,14.3,Graduate,2,1,2014,2,21,25,Jun,Sat
2014-06-22,99210,198420,55,F,70115,Others,14.3,Graduate,5,1,2014,2,22,26,Jun,Sun
2014-06-23,99350,198700,61,F,118653,Personal,14.3,Graduate,3,0,2014,2,23,26,Jun,Mon
2014-06-24,111110,222220,24,M,101617,Travel,14.3,Graduate,5,1,2014,2,24,26,Jun,Tue
2014-06-25,111110,222220,60,F,65681,Personal,14.3,Graduate,4,1,2014,2,25,26,Jun,Wed
2014-06-26,114210,228420,55,M,112975,Personal,14.3,Graduate,2,1,2014,2,26,26,Jun,Thu
2014-06-27,114990,229980,29,F,100713,Travel,14.3,Graduate,4,0,2014,2,27,26,Jun,Fri
2014-06-28,116670,233340,57,M,64833,Others,14.3,Graduate,5,1,2014,2,28,26,Jun,Sat
2014-06-29,122210,244420,66,M,60483,Travel,14.3,Graduate,2,1,2014,2,29,27,Jun,Sun
2014-06-30,122230,244460,30,M,63050,Travel,14.3,Graduate,2,0,2014,2,30,27,Jun,Mon
2014-07-01,39290,117870,56,M,66746,Home,17.7,Graduate,5,1,2014,3,1,27,Jul,Tue
2014-07-02,40000,120000,30,M,26945,Home,17.7,Graduate,3,0,2014,3,2,27,Jul,Wed
2014-07-03,40130,120390,48,M,2563,Home,17.7,Graduate,3,1,2014,3,3,27,Jul,Thu
2014-07-04,40990,122970,37,M,34759,Home,17.7,Graduate,4,0,2014,3,4,27,Jul,Fri
2014-07-05,44440,133320,67,M,95050,Home,17.7,Graduate,5,1,2014,3,5,27,Jul,Sat
2014-07-06,44440,133320,31,M,80031,Home,17.7,Graduate,3,1,2014,3,6,28,Jul,Sun
2014-07-07,44870,134610,55,M,82885,Home,17.7,Graduate,4,1,2014,3,7,28,Jul,Mon
2014-07-08,46970,140910,55,M,24979,Home,17.7,Graduate,4,0,2014,3,8,28,Jul,Tue
2014-07-09,47630,142890,38,M,37558,Home,17.7,Graduate,4,0,2014,3,9,28,Jul,Wed
2014-07-10,54670,229614,45,F,95245,Home,17.7,Graduate,1,0,2014,3,10,28,Jul,Thu
